codigo_abonado,cedula,nombre,telefono
DQ100869,1090000869,Fabiola Muñoz Leal,3105000869
DQ100870,1090000870,Gloria Gómez Montoya,3105000870
DQ100871,1090000871,Helena Ocampo Arcila,3105000871
VG100872,1090000872,Irene Valderrama Bermúdez,3105000872
DQ100873,1090000873,Julia Delgado Peláez,3105000873
TC100874,1090000874,Karen Leal Delgado,3105000874
SR100875,1090000875,Laura Franco Escudero,3105000875
SR100876,1090000876,Marta Nieto Salgado,3105000876
SR100877,1090000877,Nidia Urrego Galvis,3105000877
DQ100878,1090000878,Olga Cuartas Hincapié,3105000878
TC100879,1090000879,Paula Jurado Valderrama,3105000879
TC100880,1090000880,Rocío Escudero Jurado,3105000880
SR100881,1090000881,Sandra Montoya Lemus,3105000881
TC100882,1090000882,Tatiana Tabares Zapata,3105000882
DQ100883,1090000883,Úrsula Bohórquez Acosta,3105000883
C100884,1090000884,Valeria Isaza Ocampo,3105000884
DQ100885,1090000885,Ximena Duarte Cuartas,3105000885
TC100886,1090000886,Yolanda Lemus Duarte,3105000886
CH100887,1090000887,Zulma Salgado Rendón,3105000887
DQ100888,1090000888,Alberto Arcila Forero,3105000888
SR100889,1090000889,Bernardo Higuita Gómez,3105000889
TC100890,1090000890,Carlos Cadavid Urrego,3105000890
CH100891,1090000891,Damián Jaramillo Isaza,3105000891
TC100892,1090000892,Eduardo Rendón Jaramillo,3105000892
C100893,1090000893,Fabián Zapata Yepes,3105000893
TC100894,1090000894,Germán Galvis Muñoz,3105000894
SR100895,1090000895,Hernán Bermúdez Nieto,3105000895
SG100896,1090000896,Iván Ibarra Bohórquez,3105000896
TC100897,1090000897,Jaime Quiroga Cadavid,3105000897
TCF100898,1090000898,Kevin Yepes Quiroga,3105000898
CH100899,1090000899,Leonardo Forero Espinal,3105000899
CH100900,1090000900,Mauricio Acosta Franco,3105000900
DQ100901,1090000901,Nelson Hincapié Tabares,3105000901
TC100902,1090000902,Óscar Peláez Higuita,3105000902
CH100903,1090000903,Pablo Wilches Ibarra,3105000903
C100904,1090000904,Ramiro Espinal Wilches,3105000904
CH100905,1090000905,Sergio Muñoz Leal,3105000905
SG100906,1090000906,Tomás Gómez Montoya,3105000906
DQ100907,1090000907,Ulises Ocampo Arcila,3105000907
TC100908,1090000908,Vicente Valderrama Bermúdez,3105000908
TC100909,1090000909,Wilson Delgado Peláez,3105000909
DQ100910,1090000910,Yesid Leal Delgado,3105000910
C100911,1090000911,Zacarías Franco Escudero,3105000911
SG100912,1090000912,Ana Nieto Salgado,3105000912
DQ100913,1090000913,Beatriz Urrego Galvis,3105000913
SG100914,1090000914,Camila Cuartas Hincapié,3105000914
SG100915,1090000915,Diana Jurado Valderrama,3105000915
C100916,1090000916,Elena Escudero Jurado,3105000916
SR100917,1090000917,Fabiola Montoya Lemus,3105000917
SR100918,1090000918,Gloria Tabares Zapata,3105000918
TC100919,1090000919,Helena Bohórquez Acosta,3105000919
TCF100920,1090000920,Irene Isaza Ocampo,3105000920
DQ100921,1090000921,Julia Duarte Cuartas,3105000921
C100922,1090000922,Karen Lemus Duarte,3105000922
C100923,1090000923,Laura Salgado Rendón,3105000923
DQ100924,1090000924,Marta Arcila Forero,3105000924
DQ100925,1090000925,Nidia Higuita Gómez,3105000925
DQ100926,1090000926,Olga Cadavid Urrego,3105000926
TC100927,1090000927,Paula Jaramillo Isaza,3105000927
SR100928,1090000928,Rocío Rendón Jaramillo,3105000928
SG100929,1090000929,Sandra Zapata Yepes,3105000929
TC100930,1090000930,Tatiana Galvis Muñoz,3105000930
C100931,1090000931,Úrsula Bermúdez Nieto,3105000931
TC100932,1090000932,Valeria Ibarra Bohórquez,3105000932
TC100933,1090000933,Ximena Quiroga Cadavid,3105000933
SG100934,1090000934,Yolanda Yepes Quiroga,3105000934
DQ100935,1090000935,Zulma Forero Espinal,3105000935
TC100936,1090000936,Alberto Acosta Franco,3105000936
TC100937,1090000937,Bernardo Hincapié Tabares,3105000937
TC100938,1090000938,Carlos Peláez Higuita,3105000938
CH100939,1090000939,Damián Wilches Ibarra,3105000939
C100940,1090000940,Eduardo Espinal Wilches,3105000940
SR100941,1090000941,Fabián Muñoz Leal,3105000941
DQ100942,1090000942,Germán Gómez Montoya,3105000942
SR100943,1090000943,Hernán Ocampo Arcila,3105000943
SR100944,1090000944,Iván Valderrama Bermúdez,3105000944
SR100945,1090000945,Jaime Delgado Peláez,3105000945
TC100946,1090000946,Kevin Leal Delgado,3105000946
DQ100947,1090000947,Leonardo Franco Escudero,3105000947
DQ100948,1090000948,Mauricio Nieto Salgado,3105000948
TC100949,1090000949,Nelson Urrego Galvis,3105000949
DQ100950,1090000950,Óscar Cuartas Hincapié,3105000950
CH100951,1090000951,Pablo Jurado Valderrama,3105000951
CH100952,1090000952,Ramiro Escudero Jurado,3105000952
CH100953,1090000953,Sergio Montoya Lemus,3105000953
C100954,1090000954,Tomás Tabares Zapata,3105000954
TC100955,1090000955,Ulises Bohórquez Acosta,3105000955
CH100956,1090000956,Vicente Isaza Ocampo,3105000956
TCF100957,1090000957,Wilson Duarte Cuartas,3105000957
SR100958,1090000958,Yesid Lemus Duarte,3105000958
CH100959,1090000959,Zacarías Salgado Rendón,3105000959
TC100960,1090000960,Ana Arcila Forero,3105000960
TC100961,1090000961,Beatriz Higuita Gómez,3105000961
SG100962,1090000962,Camila Cadavid Urrego,3105000962
TC100963,1090000963,Diana Jaramillo Isaza,3105000963
DQ100964,1090000964,Elena Rendón Jaramillo,3105000964
DQ100965,1090000965,Fabiola Zapata Yepes,3105000965
CH100966,1090000966,Gloria Galvis Muñoz,3105000966
DQ100967,1090000967,Helena Bermúdez Nieto,3105000967
C100968,1090000968,Irene Ibarra Bohórquez,3105000968
DQ100969,1090000969,Julia Quiroga Cadavid,3105000969
SR100970,1090000970,Karen Yepes Quiroga,3105000970
SR100971,1090000971,Laura Forero Espinal,3105000971
SG100972,1090000972,Marta Acosta Franco,3105000972
CH100973,1090000973,Nidia Hincapié Tabares,3105000973
TC100974,1090000974,Olga Peláez Higuita,3105000974
C100975,1090000975,Paula Wilches Ibarra,3105000975
SR100976,1090000976,Rocío Espinal Wilches,3105000976
TCF100977,1090000977,Sandra Muñoz Leal,3105000977
TC100978,1090000978,Tatiana Gómez Montoya,3105000978
VG100979,1090000979,Úrsula Ocampo Arcila,3105000979
TC100980,1090000980,Valeria Valderrama Bermúdez,3105000980
TC100981,1090000981,Ximena Delgado Peláez,3105000981
SG100982,1090000982,Yolanda Leal Delgado,3105000982
CH100983,1090000983,Zulma Franco Escudero,3105000983
SG100984,1090000984,Alberto Nieto Salgado,3105000984
CH100985,1090000985,Bernardo Urrego Galvis,3105000985
SG100986,1090000986,Carlos Cuartas Hincapié,3105000986
TC100987,1090000987,Damián Jurado Valderrama,3105000987
SG100988,1090000988,Eduardo Escudero Jurado,3105000988
TC100989,1090000989,Fabián Montoya Lemus,3105000989
TC100990,1090000990,Germán Tabares Zapata,3105000990
TC100991,1090000991,Hernán Bohórquez Acosta,3105000991
DQ100992,1090000992,Iván Isaza Ocampo,3105000992
C100993,1090000993,Jaime Duarte Cuartas,3105000993
DQ100994,1090000994,Kevin Lemus Duarte,3105000994
DQ100995,1090000995,Leonardo Salgado Rendón,3105000995
DQ100996,1090000996,Mauricio Arcila Forero,3105000996
DQ100997,1090000997,Nelson Higuita Gómez,3105000997
TC100998,1090000998,Óscar Cadavid Urrego,3105000998
TC100999,1090000999,Pablo Jaramillo Isaza,3105000999
SR101000,1090001000,Ramiro Rendón Jaramillo,3105001000
VG101001,1090001001,Sergio Zapata Yepes,3105001001
SR101002,1090001002,Tomás Galvis Muñoz,3105001002
TC101003,1090001003,Ulises Bermúdez Nieto,3105001003
TC101004,1090001004,Vicente Ibarra Bohórquez,3105001004
TCF101005,1090001005,Wilson Quiroga Cadavid,3105001005
TC101006,1090001006,Yesid Yepes Quiroga,3105001006
SR101007,1090001007,Zacarías Forero Espinal,3105001007
DQ101008,1090001008,Ana Acosta Franco,3105001008
TC101009,1090001009,Beatriz Hincapié Tabares,3105001009
SR101010,1090001010,Camila Peláez Higuita,3105001010
SR101011,1090001011,Diana Wilches Ibarra,3105001011
SG101012,1090001012,Elena Espinal Wilches,3105001012
SG101013,1090001013,Fabiola Muñoz Leal,3105001013
DQ101014,1090001014,Gloria Gómez Montoya,3105001014
C101015,1090001015,Helena Ocampo Arcila,3105001015
SR101016,1090001016,Irene Valderrama Bermúdez,3105001016
DQ101017,1090001017,Julia Delgado Peláez,3105001017
DQ101018,1090001018,Karen Leal Delgado,3105001018
SR101019,1090001019,Laura Franco Escudero,3105001019
TC101020,1090001020,Marta Nieto Salgado,3105001020
TC101021,1090001021,Nidia Urrego Galvis,3105001021
TC101022,1090001022,Olga Cuartas Hincapié,3105001022
CH101023,1090001023,Paula Jurado Valderrama,3105001023
CH101024,1090001024,Rocío Escudero Jurado,3105001024
TC101025,1090001025,Sandra Montoya Lemus,3105001025
SG101026,1090001026,Tatiana Tabares Zapata,3105001026
DQ101027,1090001027,Úrsula Bohórquez Acosta,3105001027
DQ101028,1090001028,Valeria Isaza Ocampo,3105001028
CH101029,1090001029,Ximena Duarte Cuartas,3105001029
CH101030,1090001030,Yolanda Lemus Duarte,3105001030
CH101031,1090001031,Zulma Salgado Rendón,3105001031
TCF101032,1090001032,Alberto Arcila Forero,3105001032
SR101033,1090001033,Bernardo Higuita Gómez,3105001033
VG101034,1090001034,Carlos Cadavid Urrego,3105001034
SR101035,1090001035,Damián Jaramillo Isaza,3105001035
SR101036,1090001036,Eduardo Rendón Jaramillo,3105001036
TC101037,1090001037,Fabián Zapata Yepes,3105001037
TCF101038,1090001038,Germán Galvis Muñoz,3105001038
DQ101039,1090001039,Hernán Bermúdez Nieto,3105001039
SG101040,1090001040,Iván Ibarra Bohórquez,3105001040
CH101041,1090001041,Jaime Quiroga Cadavid,3105001041
TC101042,1090001042,Kevin Yepes Quiroga,3105001042
VG101043,1090001043,Leonardo Forero Espinal,3105001043
VG101044,1090001044,Mauricio Acosta Franco,3105001044
SR101045,1090001045,Nelson Hincapié Tabares,3105001045
CH101046,1090001046,Óscar Peláez Higuita,3105001046
SR101047,1090001047,Pablo Wilches Ibarra,3105001047
TC101048,1090001048,Ramiro Espinal Wilches,3105001048
DQ101049,1090001049,Sergio Muñoz Leal,3105001049
DQ101050,1090001050,Tomás Gómez Montoya,3105001050
TC101051,1090001051,Ulises Ocampo Arcila,3105001051
TC101052,1090001052,Vicente Valderrama Bermúdez,3105001052
TCF101053,1090001053,Wilson Delgado Peláez,3105001053
SR101054,1090001054,Yesid Leal Delgado,3105001054
C101055,1090001055,Zacarías Franco Escudero,3105001055
C101056,1090001056,Ana Nieto Salgado,3105001056
DQ101057,1090001057,Beatriz Urrego Galvis,3105001057
SR101058,1090001058,Camila Cuartas Hincapié,3105001058
CH101059,1090001059,Diana Jurado Valderrama,3105001059
C101060,1090001060,Elena Escudero Jurado,3105001060
DQ101061,1090001061,Fabiola Montoya Lemus,3105001061
DQ101062,1090001062,Gloria Tabares Zapata,3105001062
CH101063,1090001063,Helena Bohórquez Acosta,3105001063
C101064,1090001064,Irene Isaza Ocampo,3105001064
DQ101065,1090001065,Julia Duarte Cuartas,3105001065
CH101066,1090001066,Karen Lemus Duarte,3105001066
C101067,1090001067,Laura Salgado Rendón,3105001067
TC101068,1090001068,Marta Arcila Forero,3105001068
CH101069,1090001069,Nidia Higuita Gómez,3105001069
C101070,1090001070,Olga Cadavid Urrego,3105001070
C101071,1090001071,Paula Jaramillo Isaza,3105001071
SG101072,1090001072,Rocío Rendón Jaramillo,3105001072
VG101073,1090001073,Sandra Zapata Yepes,3105001073
C101074,1090001074,Tatiana Galvis Muñoz,3105001074
TC101075,1090001075,Úrsula Bermúdez Nieto,3105001075
TC101076,1090001076,Valeria Ibarra Bohórquez,3105001076
SR101077,1090001077,Ximena Quiroga Cadavid,3105001077
TCF101078,1090001078,Yolanda Yepes Quiroga,3105001078
VG101079,1090001079,Zulma Forero Espinal,3105001079
SR101080,1090001080,Alberto Acosta Franco,3105001080
TC101081,1090001081,Bernardo Hincapié Tabares,3105001081
SR101082,1090001082,Carlos Peláez Higuita,3105001082
C101083,1090001083,Damián Wilches Ibarra,3105001083
C101084,1090001084,Eduardo Espinal Wilches,3105001084
SR101085,1090001085,Fabián Muñoz Leal,3105001085
DQ101086,1090001086,Germán Gómez Montoya,3105001086
C101087,1090001087,Hernán Ocampo Arcila,3105001087
CH101088,1090001088,Iván Valderrama Bermúdez,3105001088
CH101089,1090001089,Jaime Delgado Peláez,3105001089
CH101090,1090001090,Kevin Leal Delgado,3105001090
SR101091,1090001091,Leonardo Franco Escudero,3105001091
TC101092,1090001092,Mauricio Nieto Salgado,3105001092
DQ101093,1090001093,Nelson Urrego Galvis,3105001093
DQ101094,1090001094,Óscar Cuartas Hincapié,3105001094
TC101095,1090001095,Pablo Jurado Valderrama,3105001095
TC101096,1090001096,Ramiro Escudero Jurado,3105001096
DQ101097,1090001097,Sergio Montoya Lemus,3105001097
SG101098,1090001098,Tomás Tabares Zapata,3105001098
C101099,1090001099,Ulises Bohórquez Acosta,3105001099
C101100,1090001100,Vicente Isaza Ocampo,3105001100
SR101101,1090001101,Wilson Duarte Cuartas,3105001101
CH101102,1090001102,Yesid Lemus Duarte,3105001102
DQ101103,1090001103,Zacarías Salgado Rendón,3105001103
TC101104,1090001104,Ana Arcila Forero,3105001104
SG101105,1090001105,Beatriz Higuita Gómez,3105001105
TC101106,1090001106,Camila Cadavid Urrego,3105001106
DQ101107,1090001107,Diana Jaramillo Isaza,3105001107
CH101108,1090001108,Elena Rendón Jaramillo,3105001108
TCF101109,1090001109,Fabiola Zapata Yepes,3105001109
TC101110,1090001110,Gloria Galvis Muñoz,3105001110
TC101111,1090001111,Helena Bermúdez Nieto,3105001111
DQ101112,1090001112,Irene Ibarra Bohórquez,3105001112
TC101113,1090001113,Julia Quiroga Cadavid,3105001113
TC101114,1090001114,Karen Yepes Quiroga,3105001114
DQ101115,1090001115,Laura Forero Espinal,3105001115
CH101116,1090001116,Marta Acosta Franco,3105001116
CH101117,1090001117,Nidia Hincapié Tabares,3105001117
TC101118,1090001118,Olga Peláez Higuita,3105001118
SR101119,1090001119,Paula Wilches Ibarra,3105001119
TC101120,1090001120,Rocío Espinal Wilches,3105001120
C101121,1090001121,Sandra Muñoz Leal,3105001121
DQ101122,1090001122,Tatiana Gómez Montoya,3105001122
C101123,1090001123,Úrsula Ocampo Arcila,3105001123
C101124,1090001124,Valeria Valderrama Bermúdez,3105001124
DQ101125,1090001125,Ximena Delgado Peláez,3105001125
C101126,1090001126,Yolanda Leal Delgado,3105001126
VG101127,1090001127,Zulma Franco Escudero,3105001127
C101128,1090001128,Alberto Nieto Salgado,3105001128
TCF101129,1090001129,Bernardo Urrego Galvis,3105001129
SR101130,1090001130,Carlos Cuartas Hincapié,3105001130
TC101131,1090001131,Damián Jurado Valderrama,3105001131
SG101132,1090001132,Eduardo Escudero Jurado,3105001132
SG101133,1090001133,Fabián Montoya Lemus,3105001133
TC101134,1090001134,Germán Tabares Zapata,3105001134
DQ101135,1090001135,Hernán Bohórquez Acosta,3105001135
TC101136,1090001136,Iván Isaza Ocampo,3105001136
DQ101137,1090001137,Jaime Duarte Cuartas,3105001137
CH101138,1090001138,Kevin Lemus Duarte,3105001138
CH101139,1090001139,Leonardo Salgado Rendón,3105001139
C101140,1090001140,Mauricio Arcila Forero,3105001140
C101141,1090001141,Nelson Higuita Gómez,3105001141
TC101142,1090001142,Óscar Cadavid Urrego,3105001142
DQ101143,1090001143,Pablo Jaramillo Isaza,3105001143
CH101144,1090001144,Ramiro Rendón Jaramillo,3105001144
DQ101145,1090001145,Sergio Zapata Yepes,3105001145
DQ101146,1090001146,Tomás Galvis Muñoz,3105001146
VG101147,1090001147,Ulises Bermúdez Nieto,3105001147
SG101148,1090001148,Vicente Ibarra Bohórquez,3105001148
TC101149,1090001149,Wilson Quiroga Cadavid,3105001149
DQ101150,1090001150,Yesid Yepes Quiroga,3105001150
DQ101151,1090001151,Zacarías Forero Espinal,3105001151
VG101152,1090001152,Ana Acosta Franco,3105001152
TC101153,1090001153,Beatriz Hincapié Tabares,3105001153
TC101154,1090001154,Camila Peláez Higuita,3105001154
TC101155,1090001155,Diana Wilches Ibarra,3105001155
SG101156,1090001156,Elena Espinal Wilches,3105001156
DQ101157,1090001157,Fabiola Muñoz Leal,3105001157
C101158,1090001158,Gloria Gómez Montoya,3105001158
CH101159,1090001159,Helena Ocampo Arcila,3105001159
C101160,1090001160,Irene Valderrama Bermúdez,3105001160
TC101161,1090001161,Julia Delgado Peláez,3105001161
TC101162,1090001162,Karen Leal Delgado,3105001162
C101163,1090001163,Laura Franco Escudero,3105001163
VG101164,1090001164,Marta Nieto Salgado,3105001164
SR101165,1090001165,Nidia Urrego Galvis,3105001165
SG101166,1090001166,Olga Cuartas Hincapié,3105001166
C101167,1090001167,Paula Jurado Valderrama,3105001167
SG101168,1090001168,Rocío Escudero Jurado,3105001168
SR101169,1090001169,Sandra Montoya Lemus,3105001169
SR101170,1090001170,Tatiana Tabares Zapata,3105001170
TC101171,1090001171,Úrsula Bohórquez Acosta,3105001171
SG101172,1090001172,Valeria Isaza Ocampo,3105001172
DQ101173,1090001173,Ximena Duarte Cuartas,3105001173
CH101174,1090001174,Yolanda Lemus Duarte,3105001174
SG101175,1090001175,Zulma Salgado Rendón,3105001175
SR101176,1090001176,Alberto Arcila Forero,3105001176
CH101177,1090001177,Bernardo Higuita Gómez,3105001177
CH101178,1090001178,Carlos Cadavid Urrego,3105001178
CH101179,1090001179,Damián Jaramillo Isaza,3105001179
SG101180,1090001180,Eduardo Rendón Jaramillo,3105001180
TCF101181,1090001181,Fabián Zapata Yepes,3105001181
TCF101182,1090001182,Germán Galvis Muñoz,3105001182
TC101183,1090001183,Hernán Bermúdez Nieto,3105001183
TCF101184,1090001184,Iván Ibarra Bohórquez,3105001184
SR101185,1090001185,Jaime Quiroga Cadavid,3105001185
SR101186,1090001186,Kevin Yepes Quiroga,3105001186
TC101187,1090001187,Leonardo Forero Espinal,3105001187
C101188,1090001188,Mauricio Acosta Franco,3105001188
TCF101189,1090001189,Nelson Hincapié Tabares,3105001189
SR101190,1090001190,Óscar Peláez Higuita,3105001190
C101191,1090001191,Pablo Wilches Ibarra,3105001191
DQ101192,1090001192,Ramiro Espinal Wilches,3105001192
C101193,1090001193,Sergio Muñoz Leal,3105001193
CH101194,1090001194,Tomás Gómez Montoya,3105001194
VG101195,1090001195,Ulises Ocampo Arcila,3105001195
VG101196,1090001196,Vicente Valderrama Bermúdez,3105001196
SR101197,1090001197,Wilson Delgado Peláez,3105001197
DQ101198,1090001198,Yesid Leal Delgado,3105001198
SR101199,1090001199,Zacarías Franco Escudero,3105001199
C101200,1090001200,Ana Nieto Salgado,3105001200
DQ101201,1090001201,Beatriz Urrego Galvis,3105001201
DQ101202,1090001202,Camila Cuartas Hincapié,3105001202
TC101203,1090001203,Diana Jurado Valderrama,3105001203
SG101204,1090001204,Elena Escudero Jurado,3105001204
SG101205,1090001205,Fabiola Montoya Lemus,3105001205
C101206,1090001206,Gloria Tabares Zapata,3105001206
SG101207,1090001207,Helena Bohórquez Acosta,3105001207
SR101208,1090001208,Irene Isaza Ocampo,3105001208
SG101209,1090001209,Julia Duarte Cuartas,3105001209
DQ101210,1090001210,Karen Lemus Duarte,3105001210
TC101211,1090001211,Laura Salgado Rendón,3105001211
TCF101212,1090001212,Marta Arcila Forero,3105001212
CH101213,1090001213,Nidia Higuita Gómez,3105001213
TC101214,1090001214,Olga Cadavid Urrego,3105001214
CH101215,1090001215,Paula Jaramillo Isaza,3105001215
SR101216,1090001216,Rocío Rendón Jaramillo,3105001216
SR101217,1090001217,Sandra Zapata Yepes,3105001217
DQ101218,1090001218,Tatiana Galvis Muñoz,3105001218
DQ101219,1090001219,Úrsula Bermúdez Nieto,3105001219
VG101220,1090001220,Valeria Ibarra Bohórquez,3105001220
DQ101221,1090001221,Ximena Quiroga Cadavid,3105001221
TC101222,1090001222,Yolanda Yepes Quiroga,3105001222
DQ101223,1090001223,Zulma Forero Espinal,3105001223
VG101224,1090001224,Alberto Acosta Franco,3105001224
VG101225,1090001225,Bernardo Hincapié Tabares,3105001225
TC101226,1090001226,Carlos Peláez Higuita,3105001226
C101227,1090001227,Damián Wilches Ibarra,3105001227
DQ101228,1090001228,Eduardo Espinal Wilches,3105001228
SR101229,1090001229,Fabián Muñoz Leal,3105001229
TC101230,1090001230,Germán Gómez Montoya,3105001230
TC101231,1090001231,Hernán Ocampo Arcila,3105001231
SG101232,1090001232,Iván Valderrama Bermúdez,3105001232
TC101233,1090001233,Jaime Delgado Peláez,3105001233
SG101234,1090001234,Kevin Leal Delgado,3105001234
DQ101235,1090001235,Leonardo Franco Escudero,3105001235
TCF101236,1090001236,Mauricio Nieto Salgado,3105001236
SG101237,1090001237,Nelson Urrego Galvis,3105001237
TC101238,1090001238,Óscar Cuartas Hincapié,3105001238
DQ101239,1090001239,Pablo Jurado Valderrama,3105001239
TCF101240,1090001240,Ramiro Escudero Jurado,3105001240
TC101241,1090001241,Sergio Montoya Lemus,3105001241
C101242,1090001242,Tomás Tabares Zapata,3105001242
TC101243,1090001243,Ulises Bohórquez Acosta,3105001243
CH101244,1090001244,Vicente Isaza Ocampo,3105001244
DQ101245,1090001245,Wilson Duarte Cuartas,3105001245
SR101246,1090001246,Yesid Lemus Duarte,3105001246
TC101247,1090001247,Zacarías Salgado Rendón,3105001247
TC101248,1090001248,Ana Arcila Forero,3105001248
DQ101249,1090001249,Beatriz Higuita Gómez,3105001249
DQ101250,1090001250,Camila Cadavid Urrego,3105001250
C101251,1090001251,Diana Jaramillo Isaza,3105001251
SG101252,1090001252,Elena Rendón Jaramillo,3105001252
TC101253,1090001253,Fabiola Zapata Yepes,3105001253
SR101254,1090001254,Gloria Galvis Muñoz,3105001254
DQ101255,1090001255,Helena Bermúdez Nieto,3105001255
TC101256,1090001256,Irene Ibarra Bohórquez,3105001256
SR101257,1090001257,Julia Quiroga Cadavid,3105001257
VG101258,1090001258,Karen Yepes Quiroga,3105001258
DQ101259,1090001259,Laura Forero Espinal,3105001259
TC101260,1090001260,Marta Acosta Franco,3105001260
DQ101261,1090001261,Nidia Hincapié Tabares,3105001261
C101262,1090001262,Olga Peláez Higuita,3105001262
CH101263,1090001263,Paula Wilches Ibarra,3105001263
C101264,1090001264,Rocío Espinal Wilches,3105001264
DQ101265,1090001265,Sandra Muñoz Leal,3105001265
TC101266,1090001266,Tatiana Gómez Montoya,3105001266
SR101267,1090001267,Úrsula Ocampo Arcila,3105001267
C101268,1090001268,Valeria Valderrama Bermúdez,3105001268
DQ101269,1090001269,Ximena Delgado Peláez,3105001269
TC101270,1090001270,Yolanda Leal Delgado,3105001270
TC101271,1090001271,Zulma Franco Escudero,3105001271
C101272,1090001272,Alberto Nieto Salgado,3105001272
TC101273,1090001273,Bernardo Urrego Galvis,3105001273
SR101274,1090001274,Carlos Cuartas Hincapié,3105001274
TC101275,1090001275,Damián Jurado Valderrama,3105001275
SG101276,1090001276,Eduardo Escudero Jurado,3105001276
DQ101277,1090001277,Fabián Montoya Lemus,3105001277
SG101278,1090001278,Germán Tabares Zapata,3105001278
C101279,1090001279,Hernán Bohórquez Acosta,3105001279
C101280,1090001280,Iván Isaza Ocampo,3105001280
C101281,1090001281,Jaime Duarte Cuartas,3105001281
SR101282,1090001282,Kevin Lemus Duarte,3105001282
SG101283,1090001283,Leonardo Salgado Rendón,3105001283
CH101284,1090001284,Mauricio Arcila Forero,3105001284
C101285,1090001285,Nelson Higuita Gómez,3105001285
TC101286,1090001286,Óscar Cadavid Urrego,3105001286
SG101287,1090001287,Pablo Jaramillo Isaza,3105001287
SR101288,1090001288,Ramiro Rendón Jaramillo,3105001288
TC101289,1090001289,Sergio Zapata Yepes,3105001289
DQ101290,1090001290,Tomás Galvis Muñoz,3105001290
SR101291,1090001291,Ulises Bermúdez Nieto,3105001291
TC101292,1090001292,Vicente Ibarra Bohórquez,3105001292
TC101293,1090001293,Wilson Quiroga Cadavid,3105001293
SG101294,1090001294,Yesid Yepes Quiroga,3105001294
CH101295,1090001295,Zacarías Forero Espinal,3105001295
TC101296,1090001296,Ana Acosta Franco,3105001296
SG101297,1090001297,Beatriz Hincapié Tabares,3105001297
SG101298,1090001298,Camila Peláez Higuita,3105001298
SG101299,1090001299,Diana Wilches Ibarra,3105001299
CH101300,1090001300,Elena Espinal Wilches,3105001300
CH101301,1090001301,Fabiola Muñoz Leal,3105001301
SR101302,1090001302,Gloria Gómez Montoya,3105001302
SG101303,1090001303,Helena Ocampo Arcila,3105001303
SG101304,1090001304,Irene Valderrama Bermúdez,3105001304
DQ101305,1090001305,Julia Delgado Peláez,3105001305
C101306,1090001306,Karen Leal Delgado,3105001306
VG101307,1090001307,Laura Franco Escudero,3105001307
SG101308,1090001308,Marta Nieto Salgado,3105001308
C101309,1090001309,Nidia Urrego Galvis,3105001309
CH101310,1090001310,Olga Cuartas Hincapié,3105001310
TC101311,1090001311,Paula Jurado Valderrama,3105001311
DQ101312,1090001312,Rocío Escudero Jurado,3105001312
C101313,1090001313,Sandra Montoya Lemus,3105001313
TC101314,1090001314,Tatiana Tabares Zapata,3105001314
SG101315,1090001315,Úrsula Bohórquez Acosta,3105001315
DQ101316,1090001316,Valeria Isaza Ocampo,3105001316
C101317,1090001317,Ximena Duarte Cuartas,3105001317
TC101318,1090001318,Yolanda Lemus Duarte,3105001318
C101319,1090001319,Zulma Salgado Rendón,3105001319
TC101320,1090001320,Alberto Arcila Forero,3105001320
DQ101321,1090001321,Bernardo Higuita Gómez,3105001321
TCF101322,1090001322,Carlos Cadavid Urrego,3105001322
SG101323,1090001323,Damián Jaramillo Isaza,3105001323
C101324,1090001324,Eduardo Rendón Jaramillo,3105001324
SR101325,1090001325,Fabián Zapata Yepes,3105001325
DQ101326,1090001326,Germán Galvis Muñoz,3105001326
TC101327,1090001327,Hernán Bermúdez Nieto,3105001327
C101328,1090001328,Iván Ibarra Bohórquez,3105001328
DQ101329,1090001329,Jaime Quiroga Cadavid,3105001329
TC101330,1090001330,Kevin Yepes Quiroga,3105001330
DQ101331,1090001331,Leonardo Forero Espinal,3105001331
TC101332,1090001332,Mauricio Acosta Franco,3105001332
C101333,1090001333,Nelson Hincapié Tabares,3105001333
TC101334,1090001334,Óscar Peláez Higuita,3105001334
SR101335,1090001335,Pablo Wilches Ibarra,3105001335
C101336,1090001336,Ramiro Espinal Wilches,3105001336
TC101337,1090001337,Sergio Muñoz Leal,3105001337
DQ101338,1090001338,Tomás Gómez Montoya,3105001338
SR101339,1090001339,Ulises Ocampo Arcila,3105001339
TC101340,1090001340,Vicente Valderrama Bermúdez,3105001340
DQ101341,1090001341,Wilson Delgado Peláez,3105001341
TC101342,1090001342,Yesid Leal Delgado,3105001342
TC101343,1090001343,Zacarías Franco Escudero,3105001343
TC101344,1090001344,Ana Nieto Salgado,3105001344
C101345,1090001345,Beatriz Urrego Galvis,3105001345
SR101346,1090001346,Camila Cuartas Hincapié,3105001346
TC101347,1090001347,Diana Jurado Valderrama,3105001347
TC101348,1090001348,Elena Escudero Jurado,3105001348
TC101349,1090001349,Fabiola Montoya Lemus,3105001349
TC101350,1090001350,Gloria Tabares Zapata,3105001350
TC101351,1090001351,Helena Bohórquez Acosta,3105001351
CH101352,1090001352,Irene Isaza Ocampo,3105001352
C101353,1090001353,Julia Duarte Cuartas,3105001353
SG101354,1090001354,Karen Lemus Duarte,3105001354
C101355,1090001355,Laura Salgado Rendón,3105001355
TCF101356,1090001356,Marta Arcila Forero,3105001356
